CP (Province code),CD (District code),CUUS (Unique code of health unit),Latitude,Longitude,CT (Territorial Code),CMB (Code coming from Basic Module),US (Health unit name),CC (Health unit classification code),"CNE (Statistical nucleus code, where data are sent)",FID,CLASSIFICATION,ADMIN1NAME,ADMIN1CODE,ADMIN2NAMES,ADMIN2CODE
8,4,US-MOZ-01205,-23.8522,34.9311,1080412,1080412,Quengue,12,NU-040,1441,Centro de Saúde Rural II,Inhambane,MZ003,Homoine,MZ003804
8,4,US-MOZ-01206,-23.9072,35.1939,1080411,1080411,Marrengo,12,NU-040,1442,Centro de Saúde Rural II,Inhambane,MZ003,Homoine,MZ003804
8,4,US-MOZ-01207,-23.730213,34.950658,1080410,1080410,Maganda,12,NU-040,1443,Centro de Saúde Rural II,Inhambane,MZ003,Homoine,MZ003804
8,4,US-MOZ-01208,-24.0436,35.0886,1080409,1080409,Maiace,12,NU-040,1444,Centro de Saúde Rural II,Inhambane,MZ003,Homoine,MZ003804
8,4,US-MOZ-01209,-24.0122,35.1633,1080408,1080408,Mafuiane,12,NU-040,1445,Centro de Saúde Rural II,Inhambane,MZ003,Homoine,MZ003804
8,4,US-MOZ-01210,-23.9225,35.1619,1080407,1080407,Chinjinguir,12,NU-040,1446,Centro de Saúde Rural II,Inhambane,MZ003,Homoine,MZ003804
8,4,US-MOZ-01211,-23.8814,35.1528,1080406,1080406,Homoine,11,NU-040,1447,Centro de Saúde Rural I,Inhambane,MZ003,Homoine,MZ003804
8,4,US-MOZ-01212,-23.7392,34.9769,1080415,1080415,Pembe,12,NU-040,1448,Centro de Saúde Rural II,Inhambane,MZ003,Homoine,MZ003804
8,4,US-MOZ-01213,-23.89141,35.108168,1080405,1080405,Inhamangua,12,NU-040,1449,Centro de Saúde Rural II,Inhambane,MZ003,Homoine,MZ003804
8,5,US-MOZ-01214,-24.476933,35.030278,1080505,1080505,Nhapadiane,12,NU-041,1450,Centro de Saúde Rural II,Inhambane,MZ003,Inharrime,MZ003805
8,5,US-MOZ-01215,-24.3914,34.5503,1080512,1080512,Coguno,13,NU-041,1451,Posto de Saúde,Inhambane,MZ003,Inharrime,MZ003805
8,5,US-MOZ-01216,-24.5333,34.7736,1080511,1080511,Mocumbi,12,NU-041,1452,Centro de Saúde Rural II,Inhambane,MZ003,Inharrime,MZ003805
8,5,US-MOZ-01217,-24.4933,34.6478,1080510,1080510,Mejoôte,12,NU-041,1453,Centro de Saúde Rural II,Inhambane,MZ003,Inharrime,MZ003805
8,5,US-MOZ-01218,-24.4761,35.0175,1080509,1080509,Inharrime,11,NU-041,1454,Centro de Saúde Rural I,Inhambane,MZ003,Inharrime,MZ003805
8,5,US-MOZ-01219,-24.4614,34.9828,1080508,1080508,Inhamachafo,13,NU-041,1455,Posto de Saúde,Inhambane,MZ003,Inharrime,MZ003805
8,5,US-MOZ-01220,-24.3228,34.915,1080506,1080506,Chacane,12,NU-041,1456,Centro de Saúde Rural II,Inhambane,MZ003,Inharrime,MZ003805
8,5,US-MOZ-01221,-24.4022,35.1344,1080507,1080507,Chongola,12,NU-041,1457,Centro de Saúde Rural II,Inhambane,MZ003,Inharrime,MZ003805
8,5,US-MOZ-01222,-24.476944,35.030278,1080504,1080504,Sihane,12,NU-041,1458,Centro de Saúde Rural II,Inhambane,MZ003,Inharrime,MZ003805
8,5,US-MOZ-01223,-24.476953,35.030278,1080503,1080503,Mafassane,13,NU-041,1459,Posto de Saúde,Inhambane,MZ003,Inharrime,MZ003805
8,6,US-MOZ-01224,-21.5392,35.1886,1080606,1080606,Inhassoro,11,NU-039,1460,Centro de Saúde Rural I,Inhambane,MZ003,Inhassoro,MZ003806
8,6,US-MOZ-01225,-21.4892,35.0556,1080607,1080607,Macovane,12,NU-039,1461,Centro de Saúde Rural II,Inhambane,MZ003,Inhassoro,MZ003806
8,6,US-MOZ-01226,-21.6642,35.4389,1080609,1080609,Bazaruto,12,NU-039,1462,Centro de Saúde Rural II,Inhambane,MZ003,Inhassoro,MZ003806
8,6,US-MOZ-01227,-21.7175,35.0947,1080610,1080610,Mangungumete,11,NU-039,1463,Centro de Saúde Rural I,Inhambane,MZ003,Inhassoro,MZ003806
8,6,US-MOZ-01228,-21.532884,35.19917,1080611,1080611,Cometela,12,NU-039,1464,Centro de Saúde Rural II,Inhambane,MZ003,Inhassoro,MZ003806
8,6,US-MOZ-01229,-21.533333,35.2,1080612,1080612,Nhapele,12,NU-039,1465,Centro de Saúde Rural II,Inhambane,MZ003,Inhassoro,MZ003806
8,7,US-MOZ-01230,-24.242404,35.321912,1080705,1080705,Ligogo,12,NU-038,1466,Centro de Saúde Rural II,Inhambane,MZ003,Jangamo,MZ003807
8,7,US-MOZ-01231,-24.1447,35.2175,1080706,1080706,Cumbana,12,NU-038,1467,Centro de Saúde Rural II,Inhambane,MZ003,Jangamo,MZ003807
8,7,US-MOZ-01232,-24.1108,35.3172,1080707,1080707,Jangamo,11,NU-038,1468,Centro de Saúde Rural I,Inhambane,MZ003,Jangamo,MZ003807
8,7,US-MOZ-01233,-24.0517,35.3222,1080708,1080708,Mutamba,12,NU-038,1469,Centro de Saúde Rural II,Inhambane,MZ003,Jangamo,MZ003807
8,7,US-MOZ-01234,-24.3025,35.1139,1080710,1080710,Nhancoja,12,NU-038,1470,Centro de Saúde Rural II,Inhambane,MZ003,Jangamo,MZ003807
8,7,US-MOZ-01235,-24.2653,35.2372,1080709,1080709,Ravene,12,NU-038,1471,Centro de Saúde Rural II,Inhambane,MZ003,Jangamo,MZ003807
8,7,US-MOZ-01236,-24.134196,35.302723,1080711,1080711,Massavane,12,NU-038,1472,Centro de Saúde Rural II,Inhambane,MZ003,Jangamo,MZ003807
8,8,US-MOZ-01237,-22.0239,34.1442,1080806,1080806,Mabote,11,NU-045,1473,Centro de Saúde Rural I,Inhambane,MZ003,Mabote,MZ003808
8,8,US-MOZ-01238,-21.7417,33.8797,1080810,1080810,Maculuve,12,NU-045,1381,Centro de Saúde Rural II,Inhambane,MZ003,Mabote,MZ003808
8,8,US-MOZ-01239,-21.6842,33.5044,1080809,1080809,Tanguane,12,NU-045,1474,Centro de Saúde Rural II,Inhambane,MZ003,Mabote,MZ003808
8,8,US-MOZ-01240,-22.1389,33.5361,1080808,1080808,Zimane,12,NU-045,1475,Centro de Saúde Rural II,Inhambane,MZ003,Mabote,MZ003808
8,8,US-MOZ-01241,-21.8944,34.1875,1080807,1080807,Mussengue,12,NU-045,1476,Centro de Saúde Rural II,Inhambane,MZ003,Mabote,MZ003808
8,8,US-MOZ-01242,-21.97426,33.617578,1080805,1080805,Papatane,12,NU-045,1477,Centro de Saúde Rural II,Inhambane,MZ003,Mabote,MZ003808
8,9,US-MOZ-01243,-23.3336,35.3797,1080900,1080900,Massinga,11,NU-032,1478,Centro de Saúde Rural I,Inhambane,MZ003,Massinga,MZ003809
8,9,US-MOZ-01244,-22.8739,35.3019,1080912,1080912,Muvamba,12,NU-032,1479,Centro de Saúde Rural II,Inhambane,MZ003,Massinga,MZ003809
8,9,US-MOZ-01245,-23.2869,35.4294,1080911,1080911,Mangonha,12,NU-032,1480,Centro de Saúde Rural II,Inhambane,MZ003,Massinga,MZ003809
8,9,US-MOZ-01246,-23.4294,35.3375,1080910,1080910,Cangela,12,NU-032,1481,Centro de Saúde Rural II,Inhambane,MZ003,Massinga,MZ003809
8,9,US-MOZ-01247,-22.4356,34.6528,1080907,1080907,Balata,12,NU-032,1482,Centro de Saúde Rural II,Inhambane,MZ003,Massinga,MZ003809
8,9,US-MOZ-01248,-23.332003,35.382,1080901,1080901,Massinga-H.Distrital,6,NU-032,1483,Hospital Distrital,Inhambane,MZ003,Massinga,MZ003809
8,9,US-MOZ-01249,-23.1947,35.3819,1080913,1080913,Rio Das Pedras,12,NU-032,1484,Centro de Saúde Rural II,Inhambane,MZ003,Massinga,MZ003809
8,9,US-MOZ-01250,-22.9461,35.4461,1080914,1080914,Murie,12,NU-032,1485,Centro de Saúde Rural II,Inhambane,MZ003,Massinga,MZ003809
8,9,US-MOZ-01251,-22.8556,35.1806,1080906,1080906,Nhachengue,12,NU-032,1486,Centro de Saúde Rural II,Inhambane,MZ003,Massinga,MZ003809
8,9,US-MOZ-01252,-23.1003,35.2531,1080915,1080915,Inhaloi,12,NU-032,1487,Centro de Saúde Rural II,Inhambane,MZ003,Massinga,MZ003809
8,9,US-MOZ-01253,-23.332685,35.382,1080918,1080918,Muchungo,12,NU-032,1488,Centro de Saúde Rural II,Inhambane,MZ003,Massinga,MZ003809
8,9,US-MOZ-01254,-23.331992,35.382,1080917,1080917,Chituane,12,NU-032,1489,Centro de Saúde Rural II,Inhambane,MZ003,Massinga,MZ003809
8,9,US-MOZ-01255,-22.7664,35.0203,1080916,1080916,Chicomo,12,NU-032,1490,Centro de Saúde Rural II,Inhambane,MZ003,Massinga,MZ003809
8,9,US-MOZ-01256,-23.330283,35.379325,1080919,1080919,Chihunze,12,NU-032,1491,Centro de Saúde Rural II,Inhambane,MZ003,Massinga,MZ003809
8,10,US-MOZ-01257,-24.0322,35.2606,1081007,1081007,Agostinho Neto,10,NU-037,1492,Centro de Saúde Urbano C,Inhambane,MZ003,Cidade de Maxixe,MZ003810
8,10,US-MOZ-01258,-23.9353,35.2986,1081013,1081013,Mabil,10,NU-037,1493,Centro de Saúde Urbano C,Inhambane,MZ003,Cidade de Maxixe,MZ003810
8,10,US-MOZ-01259,-23.8178,35.3483,1081012,1081012,Chicuque,10,NU-037,1494,Centro de Saúde Urbano C,Inhambane,MZ003,Cidade de Maxixe,MZ003810
8,10,US-MOZ-01260,-23.8617,35.3433,1081006,1081006,Maxixe,9,NU-037,1495,Centro de Saúde Urbano B,Inhambane,MZ003,Cidade de Maxixe,MZ003810
8,10,US-MOZ-01261,-23.8661,35.2858,1081011,1081011,Bembe,10,NU-037,1496,Centro de Saúde Urbano C,Inhambane,MZ003,Cidade de Maxixe,MZ003810
8,10,US-MOZ-01262,-24.0044,35.2861,1081008,1081008,Dambo,10,NU-037,1497,Centro de Saúde Urbano C,Inhambane,MZ003,Cidade de Maxixe,MZ003810
8,10,US-MOZ-01263,-23.7614,35.3183,1081009,1081009,Teles,13,NU-037,1498,Posto de Saúde,Inhambane,MZ003,Cidade de Maxixe,MZ003810
8,10,US-MOZ-01264,-23.861416,35.341968,1081014,1081014,Cuguana,10,NU-037,1499,Centro de Saúde Urbano C,Inhambane,MZ003,Cidade de Maxixe,MZ003810
8,10,US-MOZ-01265,-23.861132,35.34114,1081015,1081015,Macuamene,10,NU-037,1500,Centro de Saúde Urbano C,Inhambane,MZ003,Cidade de Maxixe,MZ003810
8,10,US-MOZ-01266,-23.851049,35.365247,1081016,1081016,Manhala,10,NU-037,1501,Centro de Saúde Urbano C,Inhambane,MZ003,Cidade de Maxixe,MZ003810
8,10,US-MOZ-01267,-23.817854,35.347654,1081000,1081000,Chicuque,5,NU-037,1502,Hospital Rural,Inhambane,MZ003,Cidade de Maxixe,MZ003810
8,10,US-MOZ-01268,-23.7169,35.3619,1081010,1081010,Tinga-Tinga,10,NU-037,1503,Centro de Saúde Urbano C,Inhambane,MZ003,Cidade de Maxixe,MZ003810
8,11,US-MOZ-01269,-23.466761,35.170874,1081115,1081115,Barrane,12,NU-035,1504,Centro de Saúde Rural II,Inhambane,MZ003,Morrumbene,MZ003811
8,11,US-MOZ-01270,-23.6594,35.1617,1081114,1081114,Mocodoene,12,NU-035,1505,Centro de Saúde Rural II,Inhambane,MZ003,Morrumbene,MZ003811
8,11,US-MOZ-01271,-23.7281,35.1886,1081113,1081113,Matacalane,12,NU-035,1506,Centro de Saúde Rural II,Inhambane,MZ003,Morrumbene,MZ003811
8,11,US-MOZ-01272,-23.5539,35.3406,1081112,1081112,Maivene,12,NU-035,1507,Centro de Saúde Rural II,Inhambane,MZ003,Morrumbene,MZ003811
8,11,US-MOZ-01273,-23.1722,35.0583,1081110,1081110,Sitila,12,NU-035,1508,Centro de Saúde Rural II,Inhambane,MZ003,Morrumbene,MZ003811
8,11,US-MOZ-01274,-23.7881,35.2686,1081109,1081109,Mahangue,12,NU-035,1509,Centro de Saúde Rural II,Inhambane,MZ003,Morrumbene,MZ003811
8,11,US-MOZ-01275,-23.6731,35.4033,1081108,1081108,Magumbo,12,NU-035,1510,Centro de Saúde Rural II,Inhambane,MZ003,Morrumbene,MZ003811
8,11,US-MOZ-01276,-23.6189,35.2489,1081107,1081107,Cambine,12,NU-035,1511,Centro de Saúde Rural II,Inhambane,MZ003,Morrumbene,MZ003811
8,11,US-MOZ-01277,-23.4394,35.2333,1081106,1081106,Gotite,12,NU-035,1512,Centro de Saúde Rural II,Inhambane,MZ003,Morrumbene,MZ003811
8,11,US-MOZ-01278,-23.6561,35.3428,1081111,1081111,Morrumbene,12,NU-035,1513,Centro de Saúde Rural II,Inhambane,MZ003,Morrumbene,MZ003811
8,12,US-MOZ-01279,-23.7875,34.7256,1081209,1081209,Jojo,12,NU-043,1514,Centro de Saúde Rural II,Inhambane,MZ003,Panda,MZ003812
8,12,US-MOZ-01280,-24.2083,34.8625,1081206,1081206,Inhassune,11,NU-043,1515,Centro de Saúde Rural I,Inhambane,MZ003,Panda,MZ003812
8,12,US-MOZ-01281,-24.0281,34.8772,1081207,1081207,Massalane,12,NU-043,1516,Centro de Saúde Rural II,Inhambane,MZ003,Panda,MZ003812
8,12,US-MOZ-01282,-24.3575,34.1131,1081208,1081208,Mawayela,12,NU-043,1517,Centro de Saúde Rural II,Inhambane,MZ003,Panda,MZ003812
8,12,US-MOZ-01283,-24.0664,34.7289,1081210,1081210,Panda,11,NU-043,1518,Centro de Saúde Rural I,Inhambane,MZ003,Panda,MZ003812
8,13,US-MOZ-01284,-21.9844,35.3211,1081301,1081301,Vilanculos Hr/G,5,NU-034,1519,Hospital Rural,Inhambane,MZ003,Vilankulo,MZ003813
8,13,US-MOZ-01285,-22.017016,35.312583,1081313,1081313,Chibuene,12,NU-034,1520,Centro de Saúde Rural II,Inhambane,MZ003,Vilankulo,MZ003813
8,13,US-MOZ-01286,-22.3106,35.4267,1081312,1081312,Quewene,12,NU-034,1521,Centro de Saúde Rural II,Inhambane,MZ003,Vilankulo,MZ003813
8,13,US-MOZ-01287,-22.2269,34.785,1081311,1081311,Muabsa,12,NU-034,1522,Centro de Saúde Rural II,Inhambane,MZ003,Vilankulo,MZ003813
8,13,US-MOZ-01288,-21.9928,35.3197,1081310,1081310,Vilanculos-Sede,11,NU-034,1523,Centro de Saúde Rural I,Inhambane,MZ003,Vilankulo,MZ003813
8,13,US-MOZ-01289,-22.6275,35.1633,1081309,1081309,Machaniça,12,NU-034,1524,Centro de Saúde Rural II,Inhambane,MZ003,Vilankulo,MZ003813
8,13,US-MOZ-01290,-21.9861,35.1619,1081308,1081308,Pambarra,12,NU-034,1525,Centro de Saúde Rural II,Inhambane,MZ003,Vilankulo,MZ003813
8,13,US-MOZ-01291,-22.6578,35.2583,1081306,1081306,Belane,12,NU-034,1526,Centro de Saúde Rural II,Inhambane,MZ003,Vilankulo,MZ003813
8,13,US-MOZ-01292,-22.2522,35.1119,1081307,1081307,Mapinhane,12,NU-034,1527,Centro de Saúde Rural II,Inhambane,MZ003,Vilankulo,MZ003813
8,13,US-MOZ-01293,-22,35.316667,1081314,1081314,Macunhe,12,NU-034,1528,Centro de Saúde Rural II,Inhambane,MZ003,Vilankulo,MZ003813
8,14,US-MOZ-01294,-24.5283,34.4189,1081407,1081407,Guilundo,12,NU-033,1529,Centro de Saúde Rural II,Inhambane,MZ003,Zavala,MZ003814
8,14,US-MOZ-01295,-24.7953,34.5728,1081406,1081406,Banguza,12,NU-033,1530,Centro de Saúde Rural II,Inhambane,MZ003,Zavala,MZ003814
8,14,US-MOZ-01296,-24.59,35.0164,1081408,1081408,Cala,12,NU-033,1531,Centro de Saúde Rural II,Inhambane,MZ003,Zavala,MZ003814
8,14,US-MOZ-01297,-24.7156,34.4322,1081409,1081409,Maundene,12,NU-033,1532,Centro de Saúde Rural II,Inhambane,MZ003,Zavala,MZ003814
8,14,US-MOZ-01298,-24.7627,34.3502,1081410,1081410,Zandamela,12,NU-033,1533,Centro de Saúde Rural II,Inhambane,MZ003,Zavala,MZ003814
8,14,US-MOZ-01299,-24.715,34.7478,1081411,1081411,Quissico,11,NU-033,1534,Centro de Saúde Rural I,Inhambane,MZ003,Zavala,MZ003814
8,14,US-MOZ-01300,-24.5825,34.8036,1081412,1081412,Chipole,13,NU-033,1535,Posto de Saúde,Inhambane,MZ003,Zavala,MZ003814
8,14,US-MOZ-01301,-24.6319,34.5722,1081413,1081413,Mavila,12,NU-033,1536,Centro de Saúde Rural II,Inhambane,MZ003,Zavala,MZ003814
8,14,US-MOZ-01302,-24.5975,34.9211,1081415,1081415,Muane,12,NU-033,1537,Centro de Saúde Rural II,Inhambane,MZ003,Zavala,MZ003814
8,14,US-MOZ-01303,-24.5889,34.8486,1081416,1081416,Canda,12,NU-033,1538,Centro de Saúde Rural II,Inhambane,MZ003,Zavala,MZ003814
8,14,US-MOZ-01304,-24.697165,34.419671,1081414,1081414,Maculuva,12,NU-033,1539,Centro de Saúde Rural II,Inhambane,MZ003,Zavala,MZ003814
8,14,US-MOZ-01305,-24.712205,34.439931,1081405,1081405,Hospital De Quissico,6,NU-033,1540,Hospital Distrital,Inhambane,MZ003,Zavala,MZ003814
9,1,US-MOZ-01306,-25.0683,33.6583,1090100,1090100,Xai Xai,3,NU-019,1541,Hospital Provincial,Gaza,MZ002,Cidade De Xai-Xai,MZ002901
9,1,US-MOZ-01307,-25.0469,33.6917,1090106,1090106,Marien Nguabi,9,NU-019,1542,Centro de Saúde Urbano B,Gaza,MZ002,Cidade De Xai-Xai,MZ002901
9,1,US-MOZ-01308,-25.053226,33.643997,1090107,1090107,Cidade De Xai-Xai,9,NU-019,1543,Centro de Saúde Urbano B,Gaza,MZ002,Cidade De Xai-Xai,MZ002901
9,1,US-MOZ-01309,-25.0819,33.6664,1090108,1090108,Patrice Lumumba,9,NU-019,1544,Centro de Saúde Urbano B,Gaza,MZ002,Cidade De Xai-Xai,MZ002901
9,1,US-MOZ-01310,-25.1156,33.7294,1090109,1090109,Praia,13,NU-019,1545,Posto de Saúde,Gaza,MZ002,Cidade De Xai-Xai,MZ002901
9,1,US-MOZ-01311,-25.0597,33.7089,1090113,1090113,Marien Nguabi,13,NU-019,1546,Posto de Saúde,Gaza,MZ002,Cidade De Xai-Xai,MZ002901
9,2,US-MOZ-01312,-25.0297,33.3628,1090206,1090206,Macia,11,NU-020,1547,Centro de Saúde Rural I,Gaza,MZ002,Bilene,MZ002902
9,2,US-MOZ-01313,-25.2817,33.2519,1090207,1090207,Praia De Bilene,12,NU-020,1548,Centro de Saúde Rural II,Gaza,MZ002,Bilene,MZ002902
9,2,US-MOZ-01314,-24.9533,33.0644,1090208,1090208,Mamonho,12,NU-020,1549,Centro de Saúde Rural II,Gaza,MZ002,Bilene,MZ002902
9,2,US-MOZ-01315,-24.9333,33.3628,1090209,1090209,Chissano,12,NU-020,1550,Centro de Saúde Rural II,Gaza,MZ002,Bilene,MZ002902
9,2,US-MOZ-01316,-25.031916,33.098794,1090210,1090210,Incaia,12,NU-020,1551,Centro de Saúde Rural II,Gaza,MZ002,Bilene,MZ002902
9,2,US-MOZ-01317,-24.8608,33.4117,1090211,1090211,Licilo,12,NU-020,1552,Centro de Saúde Rural II,Gaza,MZ002,Bilene,MZ002902
9,2,US-MOZ-01318,-24.8711,33.12,1090212,1090212,Mazivila,12,NU-020,1553,Centro de Saúde Rural II,Gaza,MZ002,Bilene,MZ002902
9,2,US-MOZ-01319,-25.0092,32.9847,1090213,1090213,Messano,12,NU-020,1554,Centro de Saúde Rural II,Gaza,MZ002,Bilene,MZ002902
9,2,US-MOZ-01320,-24.8606,33.2836,1090214,1090214,Olombe,12,NU-020,1555,Centro de Saúde Rural II,Gaza,MZ002,Bilene,MZ002902
9,2,US-MOZ-01321,-25.0811,33.2578,1090215,1090215,Tuane,12,NU-020,1556,Centro de Saúde Rural II,Gaza,MZ002,Bilene,MZ002902
9,2,US-MOZ-01322,-25.1219,33.0894,1090216,1090216,Mangol,12,NU-020,1557,Centro de Saúde Rural II,Gaza,MZ002,Bilene,MZ002902
9,3,US-MOZ-01323,-24.684285,33.532448,1090302,1090302,Maqueze,12,NU-021,1558,Centro de Saúde Rural II,Gaza,MZ002,Chibuto,MZ002903
9,3,US-MOZ-01324,-24.6894,33.5328,1090301,1090301,Chibuto Hr,5,NU-021,1559,Hospital Rural,Gaza,MZ002,Chibuto,MZ002903
9,3,US-MOZ-01325,-24.6906,33.5406,1090306,1090306,Cidade Chibuto,12,NU-021,1560,Centro de Saúde Rural II,Gaza,MZ002,Chibuto,MZ002903
9,3,US-MOZ-01326,-24.3097,33.63,1090307,1090307,Alto Changane,12,NU-021,1561,Centro de Saúde Rural II,Gaza,MZ002,Chibuto,MZ002903
9,3,US-MOZ-01327,-24.5731,33.7569,1090308,1090308,Chipadja,12,NU-021,1562,Centro de Saúde Rural II,Gaza,MZ002,Chibuto,MZ002903
9,3,US-MOZ-01328,-24.7522,33.67,1090309,1090309,Malehice,12,NU-021,1563,Centro de Saúde Rural II,Gaza,MZ002,Chibuto,MZ002903
9,3,US-MOZ-01329,-24.7042,33.7042,1090310,1090310,Muxaxane,12,NU-021,1564,Centro de Saúde Rural II,Gaza,MZ002,Chibuto,MZ002903
9,3,US-MOZ-01330,-24.68,33.7872,1090311,1090311,Maivene,12,NU-021,1565,Centro de Saúde Rural II,Gaza,MZ002,Chibuto,MZ002903
9,3,US-MOZ-01331,-24.6625,33.3458,1090312,1090312,Chaimite,12,NU-021,1566,Centro de Saúde Rural II,Gaza,MZ002,Chibuto,MZ002903
9,3,US-MOZ-01332,-24.7017,33.5739,1090313,1090313,Chimundo,12,NU-021,1567,Centro de Saúde Rural II,Gaza,MZ002,Chibuto,MZ002903
9,3,US-MOZ-01333,-24.686657,33.533448,1090303,1090303,Vila Do Milénio,13,NU-021,1568,Posto de Saúde,Gaza,MZ002,Chibuto,MZ002903
9,3,US-MOZ-01334,-24.8175,33.7662,1090314,1090314,Nwavaquene,12,NU-021,1569,Centro de Saúde Rural II,Gaza,MZ002,Chibuto,MZ002903
9,3,US-MOZ-01335,-24.683342,33.533331,1090304,1090304,Celula Mussavene,9,NU-021,1570,Centro de Saúde Urbano B,Gaza,MZ002,Chibuto,MZ002903
9,3,US-MOZ-01336,-24.67507,33.561245,1090305,1090305,Coca Missava,9,NU-021,1571,Centro de Saúde Urbano B,Gaza,MZ002,Chibuto,MZ002903
9,3,US-MOZ-01337,-24.692741,33.526867,1090315,1090315,Mukhotwene,12,NU-021,1572,Centro de Saúde Rural II,Gaza,MZ002,Chibuto,MZ002903
9,3,US-MOZ-01338,-24.1128,33.7797,1090317,1090317,Changanine,12,NU-021,1573,Centro de Saúde Rural II,Gaza,MZ002,Chibuto,MZ002903
9,3,US-MOZ-01339,-24.692417,33.527591,1090318,1090318,Meboi,12,NU-021,1574,Centro de Saúde Rural II,Gaza,MZ002,Chibuto,MZ002903
9,4,US-MOZ-01340,-22.2653,32.5283,1090406,1090906,Chidulo,13,NU-022,1575,Posto de Saúde,Gaza,MZ002,Chicualacuala,MZ002904
9,4,US-MOZ-01341,-21.9694,32.1147,1090407,1090907,Mahatlane,12,NU-022,1576,Centro de Saúde Rural II,Gaza,MZ002,Chicualacuala,MZ002904
9,4,US-MOZ-01342,-22.7322,32.0608,1090408,1090908,Mapai,12,NU-022,1577,Centro de Saúde Rural II,Gaza,MZ002,Chicualacuala,MZ002904
9,4,US-MOZ-01343,-22.8467,31.9656,1090409,1090909,Mapai-Ngala,13,NU-022,1578,Posto de Saúde,Gaza,MZ002,Chicualacuala,MZ002904
9,4,US-MOZ-01344,-23.0672,32.2219,1090410,1090910,Mepuzi,12,NU-022,1579,Centro de Saúde Rural II,Gaza,MZ002,Chicualacuala,MZ002904
9,4,US-MOZ-01345,-22.4572,31.33,1090411,1090911,Pafuri,13,NU-022,1580,Posto de Saúde,Gaza,MZ002,Chicualacuala,MZ002904
9,4,US-MOZ-01346,-22.2031,31.6383,1090412,1090912,Litlatla,12,NU-022,1581,Centro de Saúde Rural II,Gaza,MZ002,Chicualacuala,MZ002904
9,4,US-MOZ-01347,-22.0775,31.6783,1090414,1090914,Chicualacuala,11,NU-022,1582,Centro de Saúde Rural I,Gaza,MZ002,Chicualacuala,MZ002904
9,5,US-MOZ-01348,-22.8322,33.5433,1090506,1090506,Chigubo,12,NU-023,1583,Centro de Saúde Rural II,Gaza,MZ002,Chigubo,MZ002905
9,5,US-MOZ-01349,-22.355,33.0761,1090507,1090507,Zinhane,12,NU-023,1584,Centro de Saúde Rural II,Gaza,MZ002,Chigubo,MZ002905
9,5,US-MOZ-01350,-23.4575,33.4253,1090508,1090508,Ndindiza,11,NU-023,1585,Centro de Saúde Rural I,Gaza,MZ002,Chigubo,MZ002905
9,5,US-MOZ-01351,-22.2547,32.9147,1090509,1090509,Machaila,12,NU-023,1586,Centro de Saúde Rural II,Gaza,MZ002,Chigubo,MZ002905
9,5,US-MOZ-01352,-22.95761,33.348653,1090511,1090511,Cubo,12,NU-023,1587,Centro de Saúde Rural II,Gaza,MZ002,Chigubo,MZ002905
9,5,US-MOZ-01353,-23.5167,33.5067,1090510,1090510,Nhanale,12,NU-023,1588,Centro de Saúde Rural II,Gaza,MZ002,Chigubo,MZ002905
9,6,US-MOZ-01354,-24.529956,32.986934,1090601,1090601,Manjangue,13,NU-027,1589,Posto de Saúde,Gaza,MZ002,Chokwe,MZ002906
9,6,US-MOZ-01355,-24.428735,32.979532,1090602,1090602,Malhazine,13,NU-027,1590,Posto de Saúde,Gaza,MZ002,Chokwe,MZ002906
9,6,US-MOZ-01356,-24.527439,33.005138,1090600,1090600,Chokwe,5,NU-027,1001,Hospital Rural,Gaza,MZ002,Chokwe,MZ002906
9,6,US-MOZ-01357,-24.5668,32.9186,1090606,1090606,Cidade De Chokwe,9,NU-027,1002,Centro de Saúde Urbano B,Gaza,MZ002,Chokwe,MZ002906
9,6,US-MOZ-01358,-24.6369,33.1778,1090609,1090609,Muianga,12,NU-027,1003,Centro de Saúde Rural II,Gaza,MZ002,Chokwe,MZ002906
9,6,US-MOZ-01359,-24.7392,33.1261,1090610,1090610,Mapapa,13,NU-027,1004,Posto de Saúde,Gaza,MZ002,Chokwe,MZ002906
9,6,US-MOZ-01360,-24.6794,33.0183,1090611,1090611,Wachicoluane,13,NU-027,1005,Posto de Saúde,Gaza,MZ002,Chokwe,MZ002906
9,6,US-MOZ-01361,-24.7536,32.8836,1090612,1090612,Tlawene,12,NU-027,1006,Centro de Saúde Rural II,Gaza,MZ002,Chokwe,MZ002906
9,6,US-MOZ-01362,-24.17,32.6411,1090613,1090613,Machua,13,NU-027,1007,Posto de Saúde,Gaza,MZ002,Chokwe,MZ002906
9,6,US-MOZ-01363,-24.540394,32.999072,1090603,1090603,Carmelo,9,NU-027,1008,Centro de Saúde Urbano B,Gaza,MZ002,Chokwe,MZ002906
9,6,US-MOZ-01364,-24.533086,32.997374,1090604,1090604,Bairro,9,NU-027,1009,Centro de Saúde Urbano B,Gaza,MZ002,Chokwe,MZ002906
9,6,US-MOZ-01365,-24.5394,32.7508,1090614,1090614,Cumba,13,NU-027,1010,Posto de Saúde,Gaza,MZ002,Chokwe,MZ002906
9,6,US-MOZ-01366,-24.7128,33.3736,1090615,1090615,Chalucuane,12,NU-027,1011,Centro de Saúde Rural II,Gaza,MZ002,Chokwe,MZ002906
9,6,US-MOZ-01367,-24.7069,33.18,1090616,1090616,Hokwe,12,NU-027,1012,Centro de Saúde Rural II,Gaza,MZ002,Chokwe,MZ002906
