uniqueid,deviceid,date,starttime,endtime,lat,lon,altitude,precision,grid,photo,severity,estpop,pointofinterest
51039502,357083077030455,3/26/2019,2019-03-26T12:11:30.029+02,2019-03-26T12:11:49.395+02,-20.169335,34.148095,819.1,2.3,C3,1553595098648.jpg,No / Minor,Less than 100,House(s)
51039520,357083077030455,3/26/2019,2019-03-26T12:12:15.351+02,2019-03-26T12:12:37.064+02,-20.169815,34.180015,818.5,2.3,C4,1553595148009.jpg,No / Minor,Less than 100,House(s)
51039542,357083077030455,3/26/2019,2019-03-26T12:13:34.994+02,2019-03-26T12:13:59.091+02,-20.1694066666667,34.23481,805.4,2.2,C4,1553595225268.jpg,No / Minor,None,None
51039570,357083077030455,3/26/2019,2019-03-26T12:15:19.779+02,2019-03-26T12:15:41.600+02,-20.1706233333333,34.30703,812.9,2.2,C4,1553595330064.jpg,No / Minor,None,None
51039590,357083077030455,3/26/2019,2019-03-26T12:16:33.855+02,2019-03-26T12:17:02.065+02,-20.1707833333333,34.3586566666667,804.4,2.4,C4,1553595405698.jpg,No / Minor,None,None
51109790,357083077030455,3/27/2019,2019-03-27T11:33:16.937+02,2019-03-27T11:56:41.181+02,-19.5477316666667,34.3264116666667,200.3,4.9,F4,1553680588752.jpg,No / Minor,None,None
51110205,357083077030455,3/27/2019,2019-03-27T11:56:45.554+02,2019-03-27T11:57:15.599+02,-19.5519716666667,34.3095533333333,201,3.7,F4,1553680623088.jpg,Of concern,Less than 100,House(s)
51110372,357083077030455,3/27/2019,2019-03-27T11:57:30.250+02,2019-03-27T11:57:52.151+02,-19.5594866666667,34.282125,203.7,3.2,F4,1553680662204.jpg,No / Minor,None,None
51110496,357083077030455,3/27/2019,2019-03-27T11:57:59.329+02,2019-03-27T11:58:40.859+02,-19.5662133333333,34.260455,198.7,3.9,F4,1553680705116.jpg,No / Minor,Less than 100,House(s)
51110938,357083077030455,3/27/2019,2019-03-27T11:59:23.314+02,2019-03-27T11:59:44.459+02,-19.585145,34.2204366666667,245,3.4,F4,1553680773241.jpg,No / Minor,None,None
51111297,357083077030455,3/27/2019,2019-03-27T12:00:34.761+02,2019-03-27T12:00:56.165+02,-19.6221466666667,34.215315,247.1,3.7,F4,1553680845372.jpg,No / Minor,None,None
51111526,357083077030455,3/27/2019,2019-03-27T12:01:05.010+02,2019-03-27T12:01:34.485+02,-19.6384433333333,34.2171883333333,239,3.8,F4,1553680877442.jpg,No / Minor,Less than 100,House(s)
51112115,357083077030455,3/27/2019,2019-03-27T12:01:46.820+02,2019-03-27T12:02:10.018+02,-19.6606883333333,34.2218116666667,228.1,3.5,F4,1553680918213.jpg,No / Minor,Less than 100,House(s)
51112422,357083077030455,3/27/2019,2019-03-27T12:03:11.704+02,2019-03-27T12:03:47.207+02,-19.6669283333333,34.2706883333333,247.7,2.9,G3,1553681008141.jpg,Of concern,Less than 100,House(s)
51112806,357083077030455,3/27/2019,2019-03-27T12:04:12.909+02,2019-03-27T12:04:44.105+02,-19.63118,34.2803266666667,244.6,3,G3,1553681071904.jpg,Of concern,Less than 100,House(s)
51112914,357083077030455,3/27/2019,2019-03-27T12:04:49.255+02,2019-03-27T12:05:58.874+02,-19.5763216666667,34.25923,246.9,2.6,G3,1553681146579.jpg,Of concern,Less than 100,House(s)
51112996,357083077030455,3/27/2019,2019-03-27T12:06:16.227+02,2019-03-27T12:06:37.086+02,-19.55798,34.2337766666667,239.5,3,G3,1553681186427.jpg,No / Minor,None,None
51113104,357083077030455,3/27/2019,2019-03-27T12:07:02.930+02,2019-03-27T12:07:25.730+02,-19.5463533333333,34.1987,244.4,3.2,G3,1553681234619.jpg,No / Minor,None,None
51113212,357083077030455,3/27/2019,2019-03-27T12:08:20.613+02,2019-03-27T12:08:50.207+02,-19.5315383333333,34.1414716666667,279.1,2.6,G3,1553681318563.jpg,No / Minor,None,None
51113371,357083077030455,3/27/2019,2019-03-27T12:10:01.871+02,2019-03-27T12:10:29.317+02,-19.48977,34.0781433333333,292.3,2.9,G3,1553681414941.jpg,No / Minor,Less than 100,House(s)
51113494,357083077030455,3/27/2019,2019-03-27T12:10:50.072+02,2019-03-27T12:11:23.384+02,-19.4620466666667,34.0571466666667,297.3,2.8,G3,1553681470168.jpg,Of concern,Less than 100,House(s)
51113880,357083077030455,3/27/2019,2019-03-27T12:13:26.285+02,2019-03-27T12:13:49.518+02,-19.3607933333333,34.016835,339.5,2.8,G3,1553681618801.jpg,Serious,"Between 101 and 1,000",House(s)
51113969,357083077030455,3/27/2019,2019-03-27T12:14:51.125+02,2019-03-27T12:15:18.637+02,-19.3600016666667,34.00258,313,3.1,G3,1553681708445.jpg,Serious,Less than 100,House(s)
51114105,357083077030455,3/27/2019,2019-03-27T12:16:49.099+02,2019-03-27T12:17:07.369+02,-19.4294666666667,34.013535,304.7,2.9,G3,1553681818336.jpg,No / Minor,Less than 100,House(s)
51114202,357083077030455,3/27/2019,2019-03-27T12:18:11.998+02,2019-03-27T12:18:39.954+02,-19.4700333333333,33.9768483333333,369.6,3.1,G3,1553681908073.jpg,No / Minor,Less than 100,House(s)
51114257,357083077030455,3/27/2019,2019-03-27T12:19:13.997+02,2019-03-27T12:19:36.645+02,-19.49904,33.94765,355,2.7,G3,1553681967336.jpg,No / Minor,Less than 100,House(s)
51114367,357083077030455,3/27/2019,2019-03-27T12:21:30.725+02,2019-03-27T12:22:02.328+02,-19.5607616666667,33.8749333333333,362.3,3,G3,1553682110691.jpg,Of concern,Less than 100,House(s)
51114447,357083077030455,3/27/2019,2019-03-27T12:22:42.449+02,2019-03-27T12:23:15.961+02,-19.6017783333333,33.849335,360.7,2.6,F2,1553682180686.jpg,Of concern,"Between 101 and 1,000",House(s)
51114557,357083077030455,3/27/2019,2019-03-27T12:23:24.991+02,2019-03-27T12:23:45.147+02,-19.6255866666667,33.851075,359.5,3.8,F2,1553682215245.jpg,No / Minor,Less than 100,House(s)
51114699,357083077030455,3/27/2019,2019-03-27T12:24:11.527+02,2019-03-27T12:24:44.345+02,-19.650045,33.8728966666667,324.2,3.7,F2,1553682271236.jpg,No / Minor,Less than 100,House(s)
51115058,357083077030455,3/27/2019,2019-03-27T12:25:05.267+02,2019-03-27T12:25:26.973+02,-19.676035,33.8986,301.5,3.7,F2,1553682317225.jpg,No / Minor,Less than 100,House(s)
51115127,357083077030455,3/27/2019,2019-03-27T12:25:43.889+02,2019-03-27T12:26:08.825+02,-19.6944066666667,33.9181516666667,302,3,F2,1553682357006.jpg,No / Minor,Less than 100,House(s)
51115195,357083077030455,3/27/2019,2019-03-27T12:26:42.378+02,2019-03-27T12:27:19.624+02,-19.72279,33.94671,287.2,3.7,F2,1553682415676.jpg,No / Minor,Less than 100,Building
51115290,357083077030455,3/27/2019,2019-03-27T12:28:39.268+02,2019-03-27T12:29:07.921+02,-19.7799466666667,34.0022333333333,295.3,2.5,F2,1553682535257.jpg,No / Minor,Less than 100,House(s)
51158827,357083079600768,3/26/2019,2019-03-26T08:39:56.217+02,2019-03-26T08:41:05.981+02,-19.7986716666667,34.9034866666667,118.2,6.8,B94,1553582431065.jpg,Severe,"Between 101 and 1,000",School
51158845,357083079600768,3/26/2019,2019-03-26T14:34:36.921+02,2019-03-26T14:35:42.350+02,-19.8462383333333,34.462225,413.2,4.9,A1,NA,Severe,"Between 101 and 1,000",None
51215378,357083077029945,3/27/2019,2019-03-27T07:25:35.009+02,2019-03-27T07:33:30.235+02,-19.110445,33.4765116666667,719.5,5,A1,1553664722583.jpg,Of concern,Less than 100,Spontaneous sttlement
51215390,357083077029945,3/27/2019,2019-03-27T10:12:33.598+02,2019-03-27T10:13:29.982+02,-19.2465216666667,34.406875,236.4,2.5,A1,NA,Of concern,Less than 100,House(s)
51215396,357083077029945,3/27/2019,2019-03-27T10:18:29.960+02,2019-03-27T10:19:20.012+02,-19.40489,34.4321433333333,135.2,2.2,A1,NA,Of concern,"Between 1,001 and 5,000",Other type of infrastructure
51215400,357083077029945,3/27/2019,2019-03-27T10:21:47.497+02,2019-03-27T10:23:16.690+02,-19.4438366666667,34.5155916666667,105.9,2.3,A1,NA,Of concern,"Between 101 and 1,000",Spontaneous sttlement
51217467,352948095355222,3/27/2019,2019-03-27T11:23:50.837+02,2019-03-28T07:43:57.464+02,-19.88659,34.595112,-7.5,4.5,D6,1553678713192.jpg,Of concern,Less than 100,Sea port / port
51254564,357083079604919,3/26/2019,2019-03-26T16:19:49.440+02,2019-03-28T09:46:45.551+02,-19.4556433333333,33.2097083333333,829,4.6,F7,1553759156981.jpg,Serious,"Between 101 and 1,000",House(s)
51254569,357083077024201,3/28/2019,2019-03-28T09:38:41.995+02,2019-03-28T09:47:32.643+02,-19.7854816666667,34.8988133333333,173.6,4.7,F7,1553759156016.jpg,Serious,"More than 5,000",Building
51254671,357083077024201,3/28/2019,2019-03-28T09:50:01.122+02,2019-03-28T09:55:10.543+02,-19.63707,34.640915,121.6,4.9,E4,1553759660959.jpg,Of concern,Less than 100,None
51254687,357083077024201,3/28/2019,2019-03-28T09:55:34.639+02,2019-03-28T09:57:36.035+02,-19.61463,34.590115,104.1,4.9,F6,1553759787652.jpg,Serious,Less than 100,Spontaneous sttlement
51254701,357083079604919,3/28/2019,2019-03-28T09:49:44.668+02,2019-03-28T09:52:20.376+02,-19.6842383333333,34.7224583333333,168.4,5,G6,1553759502205.jpg,No / Minor,None,None
51254744,357083079604919,3/28/2019,2019-03-28T09:52:53.599+02,2019-03-28T09:53:31.137+02,-19.6574583333333,34.6762316666667,168.7,4.6,G6,1553759592882.jpg,No / Minor,Less than 100,None
51254798,357083077024201,3/28/2019,2019-03-28T09:58:19.155+02,2019-03-28T10:01:15.400+02,-19.5804833333333,34.5358033333333,102,6.2,E4,1553760035044.jpg,Serious,"Between 101 and 1,000",Spontaneous sttlement
51254841,357083079604919,3/28/2019,2019-03-28T09:54:07.150+02,2019-03-28T09:54:41.091+02,-19.6358083333333,34.6390766666667,156.5,4.6,H5,1553759664796.jpg,Of concern,None,None
51255083,357083077024201,3/28/2019,2019-03-28T10:02:10.522+02,2019-03-28T10:03:40.680+02,-19.57835,34.5369316666667,64.5,5.9,E6,1553760161001.jpg,Serious,"Between 1,001 and 5,000",Spontaneous sttlement
51255288,357083079604919,3/28/2019,2019-03-28T09:55:38.878+02,2019-03-28T09:56:46.206+02,-19.6165416666667,34.5901633333333,134.9,4.9,F6,1553759786190.jpg,Severe,Less than 100,House(s)
51255482,357083077024201,3/28/2019,2019-03-28T10:03:56.145+02,2019-03-28T10:06:03.429+02,-19.5723283333333,34.52735,64.7,5.9,E4,1553760291136.jpg,Critical,"Between 1,001 and 5,000",Spontaneous sttlement
51255690,357083079604919,3/28/2019,2019-03-28T09:56:54.458+02,2019-03-28T09:57:40.750+02,-19.6231283333333,34.5986,79.7,4.9,F6,1553759846366.jpg,Severe,Less than 100,House(s)
51255729,357083077024201,3/28/2019,2019-03-28T10:14:58.965+02,2019-03-28T10:16:30.710+02,-19.445065,34.2531833333333,141.9,7.2,G5,1553760923288.jpg,Serious,"Between 101 and 1,000",Spontaneous sttlement
51255874,357083079604919,3/28/2019,2019-03-28T09:58:18.154+02,2019-03-28T09:59:36.146+02,-19.607045,34.56856,129.8,4.9,F6,1553759938886.jpg,No / Minor,None,None
51255928,357083077024201,3/28/2019,2019-03-28T10:17:05.599+02,2019-03-28T10:22:43.556+02,-19.4204816666667,34.1684383333333,169.6,4.8,H3,1553761285147.jpg,Serious,"Between 101 and 1,000",House(s)
51256167,357083079604919,3/28/2019,2019-03-28T09:59:46.227+02,2019-03-28T10:00:53.355+02,-19.5828633333333,34.5388133333333,125,5,G6,1553760038194.jpg,Serious,Less than 100,House(s)
51256188,357083077024201,3/28/2019,2019-03-28T10:23:02.024+02,2019-03-28T10:26:37.109+02,-19.3028483333333,33.9806066666667,238.5,6.8,H4,1553761566522.jpg,Of concern,"Between 101 and 1,000",House(s)
51256471,357083077024201,3/28/2019,2019-03-28T10:26:49.116+02,2019-03-28T10:27:40.935+02,-19.287995,33.949325,212.8,4.3,H4,1553761632651.jpg,Of concern,"Between 101 and 1,000",House(s)
51256493,357083079604919,3/28/2019,2019-03-28T10:00:58.280+02,2019-03-28T10:02:10.231+02,-19.60022,34.5317816666667,139.9,5,G6,1553760105312.jpg,Serious,"Between 101 and 1,000",House(s)
51256516,357083077024201,3/28/2019,2019-03-28T10:28:04.490+02,2019-03-28T10:29:45.080+02,-19.2673133333333,33.9087566666667,217.8,8.3,H5,1553761751601.jpg,No / Minor,"Between 101 and 1,000",School
51256642,357083077024201,3/28/2019,2019-03-28T10:33:54.842+02,2019-03-28T10:35:17.629+02,-19.3087233333333,33.8339333333333,301.9,5.7,H1,1553762081588.jpg,Of concern,"More than 5,000",House(s)
51256671,357083079604919,3/28/2019,2019-03-28T10:02:21.356+02,2019-03-28T10:02:54.239+02,-19.5777316666667,34.5371633333333,57.2,5.2,G6,1553760163245.jpg,Serious,Less than 100,House(s)
51256710,357083079604919,3/28/2019,2019-03-28T10:02:59.581+02,2019-03-28T10:03:41.199+02,-19.5703866666667,34.5393183333333,52.4,4.8,G6,1553760209062.jpg,Severe,"Between 101 and 1,000",House(s)
51257359,357083079604919,3/28/2019,2019-03-28T10:04:44.052+02,2019-03-28T10:05:40.046+02,-19.5721233333333,34.5250966666667,54.7,6.7,G6,1553760298819.jpg,Critical,"Between 1,001 and 5,000",Critical Incident
51257490,357083079604919,3/28/2019,2019-03-28T10:05:45.239+02,2019-03-28T10:11:53.283+02,-19.54345,34.459065,65.6,5,G5,1553760521251.jpg,No / Minor,None,None
51257596,357083079604919,3/28/2019,2019-03-28T10:12:00.419+02,2019-03-28T10:15:58.743+02,-19.4456033333333,34.2542916666667,134.4,5.8,G4,1553760910431.jpg,Serious,Less than 100,House(s)
51257740,357083079604919,3/28/2019,2019-03-28T10:17:13.950+02,2019-03-28T10:17:44.852+02,-19.41847,34.2009566666667,144.1,9.3,H3,1553761050943.jpg,No / Minor,None,None
51257791,357083079604919,3/28/2019,2019-03-28T10:18:00.332+02,2019-03-28T10:19:26.729+02,-19.40817,34.1772416666667,165.2,5,H3,1553761117067.jpg,No / Minor,"Between 101 and 1,000",Other type of infrastructure
51258105,357083079604919,3/28/2019,2019-03-28T10:20:02.967+02,2019-03-28T10:20:41.268+02,-19.404075,34.1476016666667,206.7,5.1,H3,1553761223476.jpg,Of concern,"Between 101 and 1,000",House(s)
51258562,357083079604919,3/28/2019,2019-03-28T10:23:24.540+02,2019-03-28T10:23:57.932+02,-19.34635,34.0525233333333,309,5.4,H2,1553761421251.jpg,Of concern,Less than 100,House(s)
51258832,357083079604919,3/28/2019,2019-03-28T10:24:13.206+02,2019-03-28T10:24:49.117+02,-19.3311066666667,34.027355,219.9,5.2,H2,1553761472006.jpg,Of concern,Less than 100,House(s)
51258887,357083079604919,3/28/2019,2019-03-28T10:25:01.869+02,2019-03-28T10:25:35.742+02,-19.3182583333333,34.0036533333333,242.5,6.4,H2,1553761520618.jpg,Of concern,"Between 101 and 1,000",House(s)
51259029,357083079604919,3/28/2019,2019-03-28T10:25:47.443+02,2019-03-28T10:26:36.594+02,-19.30311,33.9814216666667,250,4.8,H2,1553761573120.jpg,Of concern,"Between 101 and 1,000",House(s)
51259077,357083079604919,3/28/2019,2019-03-28T10:26:40.935+02,2019-03-28T10:27:55.066+02,-19.289945,33.9561416666667,235,4.8,H2,1553761662218.jpg,Of concern,"Between 101 and 1,000",House(s)
51259284,357083079604919,3/28/2019,2019-03-28T10:28:26.069+02,2019-03-28T10:29:49.960+02,-19.274395,33.9224733333333,276.5,4.9,H2,1553761757610.jpg,No / Minor,"Between 101 and 1,000",School
51259385,357083079604919,3/28/2019,2019-03-28T10:30:08.377+02,2019-03-28T10:30:56.540+02,-19.256155,33.89046,300.8,4.9,H2,1553761832438.jpg,Of concern,Less than 100,House(s)
51259592,357083079604919,3/28/2019,2019-03-28T10:31:20.621+02,2019-03-28T10:31:53.292+02,-19.23804,33.862435,434.9,5,H1,1553761902313.jpg,Of concern,Less than 100,House(s)
51259784,357083079604919,3/28/2019,2019-03-28T10:32:13.783+02,2019-03-28T10:32:52.400+02,-19.25276,33.8468683333333,401.7,4.8,H1,1553761955217.jpg,Of concern,"Between 101 and 1,000",House(s)
51259954,357083079604919,3/28/2019,2019-03-28T10:33:03.742+02,2019-03-28T10:33:41.087+02,-19.2758516666667,33.8422983333333,357,5,H1,1553762006169.jpg,Of concern,Less than 100,House(s)
51260019,357083079604919,3/28/2019,2019-03-28T10:34:17.863+02,2019-03-28T10:34:57.736+02,-19.3103716666667,33.8338116666667,304.1,4.9,H1,1553762081291.jpg,Of concern,"Between 101 and 1,000",House(s)
51260204,357083079604919,3/28/2019,2019-03-28T10:35:00.966+02,2019-03-28T10:35:32.733+02,-19.326725,33.8289083333333,258.3,4.8,H1,1553762117862.jpg,Of concern,"Between 1,001 and 5,000",House(s)
51260401,357083079604919,3/28/2019,2019-03-28T10:35:36.756+02,2019-03-28T10:36:05.097+02,-19.3312566666667,33.83408,257.1,4.9,H1,1553762153362.jpg,No / Minor,"Between 1,001 and 5,000",Bridge
51260422,357083079604919,3/28/2019,2019-03-28T10:36:18.515+02,2019-03-28T10:36:59.308+02,-19.32042,33.8238083333333,264.6,4.7,H1,1553762195274.jpg,Of concern,Less than 100,House(s)
51260446,357083079604919,3/28/2019,2019-03-28T10:37:05.964+02,2019-03-28T10:37:41.577+02,-19.3122283333333,33.8021783333333,321,5,H1,1553762243955.jpg,Of concern,Less than 100,House(s)
51260455,357083079604919,3/28/2019,2019-03-28T10:37:54.742+02,2019-03-28T10:38:32.355+02,-19.3172466666667,33.777075,322.9,5,H1,1553762297193.jpg,Of concern,"Between 101 and 1,000",House(s)
51260478,357083079604919,3/28/2019,2019-03-28T10:38:48.714+02,2019-03-28T10:39:27.308+02,-19.3156616666667,33.7549216666667,318.2,5,H1,1553762354100.jpg,Of concern,"Between 101 and 1,000",House(s)
51260506,357083079604919,3/28/2019,2019-03-28T10:39:42.976+02,2019-03-28T10:40:53.065+02,-19.2801883333333,33.7526483333333,372,4.9,H1,1553762439692.jpg,Of concern,Less than 100,House(s)
51260539,357083079604919,3/28/2019,2019-03-28T10:41:06.666+02,2019-03-28T10:41:40.951+02,-19.2480516666667,33.746305,366.4,4.7,H1,1553762483953.jpg,Of concern,Less than 100,House(s)
51260564,357083079604919,3/28/2019,2019-03-28T10:41:44.953+02,2019-03-28T10:42:18.270+02,-19.2321183333333,33.7433916666667,372.9,5.6,H1,1553762522630.jpg,Of concern,Less than 100,House(s)
51260598,357083079604919,3/28/2019,2019-03-28T10:42:33.564+02,2019-03-28T10:43:55.897+02,-19.21036,33.7361283333333,404,4.8,I1,1553762572163.jpg,Of concern,"Between 101 and 1,000",House(s)
51260711,357083079604919,3/28/2019,2019-03-28T10:43:59.634+02,2019-03-28T10:44:57.989+02,-19.17478,33.7238816666667,427,5.5,I1,1553762658432.jpg,Of concern,Less than 100,House(s)
51260747,357083079604919,3/28/2019,2019-03-28T10:45:06.263+02,2019-03-28T10:45:48.841+02,-19.148435,33.7175233333333,632.7,4.7,I1,1553762733270.jpg,Of concern,"Between 101 and 1,000",House(s)
51260846,357083079604919,3/28/2019,2019-03-28T10:45:55.779+02,2019-03-28T10:46:52.512+02,-19.1279483333333,33.7146083333333,640.4,4.5,I1,1553762793901.jpg,No / Minor,"Between 1,001 and 5,000",Other type of infrastructure
51260896,357083079604919,3/28/2019,2019-03-28T10:46:56.965+02,2019-03-28T10:47:37.809+02,-19.1140816666667,33.7038483333333,642.3,4.8,I1,1553762836486.jpg,Of concern,"Between 1,001 and 5,000",House(s)
51260954,357083079604919,3/28/2019,2019-03-28T10:47:40.216+02,2019-03-28T10:48:30.366+02,-19.120585,33.69238,639.1,4.7,I1,1553762891803.jpg,Of concern,"Between 101 and 1,000",School
51261009,357083079604919,3/28/2019,2019-03-28T10:48:55.121+02,2019-03-28T10:49:28.563+02,-19.0993533333333,33.6989366666667,644,5.3,I1,1553762951677.jpg,No / Minor,Less than 100,Road
51261062,357083079604919,3/28/2019,2019-03-28T10:49:33.440+02,2019-03-28T10:50:23.852+02,-19.083975,33.707655,690.9,4.6,I1,1553763007739.jpg,Of concern,Less than 100,House(s)
51261265,357083079604919,3/28/2019,2019-03-28T10:50:30.582+02,2019-03-28T10:51:27.371+02,-19.0535916666667,33.710245,646.1,4.9,J1,1553763064270.jpg,No / Minor,Less than 100,House(s)
51261921,357083079604919,3/28/2019,2019-03-28T10:51:31.227+02,2019-03-28T10:52:07.079+02,-19.03318,33.7091216666667,632.3,4.8,I1,1553763110695.jpg,No / Minor,Less than 100,House(s)
51261956,357083079604919,3/28/2019,2019-03-28T10:52:11.545+02,2019-03-28T10:52:49.643+02,-19.0177583333333,33.709985,628.2,7,J1,1553763149131.jpg,Of concern,Less than 100,House(s)
51261993,357083079604919,3/28/2019,2019-03-28T10:52:52.784+02,2019-03-28T10:53:42.093+02,-18.999515,33.70974,641,5,J1,1553763201359.jpg,Of concern,Less than 100,House(s)
51262161,357083079604919,3/28/2019,2019-03-28T10:54:07.383+02,2019-03-28T10:57:38.101+02,-18.9625883333333,33.7149266666667,609.8,5,J1,1553763440608.jpg,Of concern,Less than 100,House(s)
51262240,357083079604919,3/28/2019,2019-03-28T10:57:54.789+02,2019-03-28T10:59:04.711+02,-18.926465,33.71339,589,5.1,J1,1553763510143.jpg,No / Minor,Less than 100,House(s)
51262305,357083079604919,3/28/2019,2019-03-28T10:59:22.241+02,2019-03-28T11:00:07.731+02,-18.8889066666667,33.7119783333333,515,4.8,J1,1553763593181.jpg,No / Minor,Less than 100,House(s)
51262322,357083079604919,3/28/2019,2019-03-28T11:00:16.141+02,2019-03-28T11:01:07.155+02,-18.86636,33.710005,551.7,5,J1,1553763655282.jpg,No / Minor,Less than 100,House(s)
51262437,357083079604919,3/28/2019,2019-03-28T11:01:11.582+02,2019-03-28T11:02:28.484+02,-18.8362883333333,33.7086333333333,597.3,5,K1,1553763727781.jpg,No / Minor,None,House(s)
51262619,357083079604919,3/28/2019,2019-03-28T11:02:42.181+02,2019-03-28T11:03:21.523+02,-18.788545,33.7069916666667,513.8,5,K1,1553763787391.jpg,No / Minor,Less than 100,House(s)
51262740,357083079604919,3/28/2019,2019-03-28T11:03:25.440+02,2019-03-28T11:03:58.356+02,-18.7670483333333,33.70616,535.1,4.9,K1,1553763826907.jpg,No / Minor,Less than 100,House(s)
51262880,357083079604919,3/28/2019,2019-03-28T11:04:05.925+02,2019-03-28T11:04:48.116+02,-18.7399183333333,33.7049516666667,490.3,4.9,K1,1553763874296.jpg,No / Minor,Less than 100,House(s)
51262929,357083079604919,3/28/2019,2019-03-28T11:05:27.613+02,2019-03-28T11:06:03.525+02,-18.7041333333333,33.6965266666667,529.8,7.6,K1,1553763947644.jpg,No / Minor,"Between 101 and 1,000",House(s)
51262970,357083079604919,3/28/2019,2019-03-28T11:06:12.705+02,2019-03-28T11:07:30.845+02,-18.6823083333333,33.6599516666667,475.1,3.5,K1,1553764022398.jpg,No / Minor,Less than 100,House(s)
51263029,357083079604919,3/28/2019,2019-03-28T11:07:56.713+02,2019-03-28T11:08:32.455+02,-18.6666616666667,33.6239983333333,510.4,5,K1,1553764095296.jpg,No / Minor,Less than 100,House(s)
51263080,357083079604919,3/28/2019,2019-03-28T11:09:12.127+02,2019-03-28T11:09:44.469+02,-18.672165,33.5930766666667,951.3,5,K1,1553764166799.jpg,No / Minor,Less than 100,House(s)
51263139,357083079604919,3/28/2019,2019-03-28T11:11:17.053+02,2019-03-28T11:11:58.428+02,-18.6416133333333,33.6410233333333,951.1,4.6,K99,1553764302451.jpg,No / Minor,Less than 100,House(s)
51263212,357083079604919,3/28/2019,2019-03-28T11:13:54.864+02,2019-03-28T11:14:22.828+02,-18.6194783333333,33.7294433333333,747.8,4.5,K1,1553764450070.jpg,No / Minor,Less than 100,House(s)
51263303,357083079604919,3/28/2019,2019-03-28T11:14:39.500+02,2019-03-28T11:15:04.204+02,-18.6277716666667,33.7509466666667,743.6,4.6,K1,1553764493501.jpg,No / Minor,Less than 100,House(s)
51263572,357083079604919,3/28/2019,2019-03-28T11:16:11.102+02,2019-03-28T11:16:55.499+02,-18.670875,33.772845,575,4.7,K2,1553764591594.jpg,No / Minor,Less than 100,House(s)
51263820,357083079604919,3/28/2019,2019-03-28T11:17:32.505+02,2019-03-28T11:18:48.017+02,-18.7079533333333,33.791265,550.9,4.9,K2,1553764667044.jpg,No / Minor,Less than 100,House(s)
51264110,357083079604919,3/28/2019,2019-03-28T11:19:32.604+02,2019-03-28T11:21:00.086+02,-18.7647916666667,33.8199616666667,400.6,4.8,K2,1553764790506.jpg,No / Minor,Less than 100,House(s)
51264146,357083079604919,3/28/2019,2019-03-28T11:21:03.796+02,2019-03-28T11:21:38.923+02,-18.8007916666667,33.8483116666667,499.1,5.2,J2,1553764879746.jpg,No / Minor,None,House(s)
51264407,357083079604919,3/28/2019,2019-03-28T11:21:45.300+02,2019-03-28T11:22:35.117+02,-18.819915,33.8567966666667,494.5,5,J2,1553764938106.jpg,No / Minor,None,None
51264607,357083079604919,3/28/2019,2019-03-28T11:22:48.951+02,2019-03-28T11:23:26.898+02,-18.8512016666667,33.8725066666667,465.7,4.5,J2,1553764989387.jpg,No / Minor,None,None
51264654,357083079604919,3/28/2019,2019-03-28T11:23:37.784+02,2019-03-28T11:24:12.115+02,-18.8713366666667,33.88419,447.8,4.5,J2,1553765033708.jpg,No / Minor,None,None
51264705,357083079604919,3/28/2019,2019-03-28T11:24:42.661+02,2019-03-28T11:25:14.411+02,-18.8999816666667,33.9021,445.9,4.9,J2,1553765097785.jpg,Of concern,Less than 100,House(s)
51265189,357083079604919,3/28/2019,2019-03-28T11:25:19.070+02,2019-03-28T11:25:48.352+02,-18.9155733333333,33.9112716666667,463.8,4.9,J2,1553765137289.jpg,No / Minor,Less than 100,House(s)
51265223,357083079604919,3/28/2019,2019-03-28T11:26:05.720+02,2019-03-28T11:26:39.946+02,-18.9406783333333,33.9243083333333,453.1,4.6,J2,1553765187449.jpg,No / Minor,None,None
51265311,357083079604919,3/28/2019,2019-03-28T11:26:48.776+02,2019-03-28T11:27:15.055+02,-18.958485,33.9310466666667,443.1,4.9,J2,1553765222334.jpg,Of concern,"Between 101 and 1,000",House(s)
51265488,357083079604919,3/28/2019,2019-03-28T11:27:53.298+02,2019-03-28T11:28:43.948+02,-18.9882316666667,33.9450916666667,456.9,5,I2,1553765285875.jpg,No / Minor,Less than 100,House(s)
51265668,357083079604919,3/28/2019,2019-03-28T11:28:50.620+02,2019-03-28T11:29:24.178+02,-19.0117716666667,33.9644866666667,469.3,5,I2,1553765342619.jpg,No / Minor,Less than 100,House(s)
51265929,357083079604919,3/28/2019,2019-03-28T11:29:29.664+02,2019-03-28T11:30:49.674+02,-19.0297483333333,33.98019,464,4.6,I2,1553765399866.jpg,No / Minor,"Between 101 and 1,000",House(s)
51266187,357083079604919,3/28/2019,2019-03-28T11:30:53.905+02,2019-03-28T11:31:47.744+02,-19.06611,34.0100166666667,340.8,4.5,H2,1553765472139.jpg,Of concern,"Between 101 and 1,000",House(s)
51266503,357083079604919,3/28/2019,2019-03-28T11:32:12.243+02,2019-03-28T11:32:49.800+02,-19.0941766666667,34.0397183333333,341,4.8,I3,1553765552490.jpg,Of concern,"Between 101 and 1,000",House(s)
51266569,357083079604919,3/28/2019,2019-03-28T11:32:55.648+02,2019-03-28T11:33:36.869+02,-19.1107383333333,34.0579733333333,340.3,4.6,I3,1553765590564.jpg,Of concern,"Between 101 and 1,000",House(s)
